gene,cluster,study,cluster_study,class,timing
HECTD4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PCMTD1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PTN,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
APEX1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CACNA2D1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ELMO1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ITGB8,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
KCNQ3,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
NOL4L,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PABPN1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RP11.396K3.1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZFHX4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PCDH9,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
KLHL24,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
NF1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RP11.553L6.5,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TAGLN3,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZBTB20,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PTPN4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
IP6K2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PAX6,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RC3H1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZNF562,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PAK3,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SPIRE1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TENM4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TMEM158,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TUBA1B,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CELSR2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CTNND1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MAGED1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SORBS1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
UNC5D,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
FYN,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
GPR56,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
HNRNPA1P7,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
KDM5B,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
KIF21B,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PPFIA2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TRIM33,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SEPT7,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZKSCAN1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
BICD1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CBFA2T2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
GTF2IP1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
KIF5C,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
POU3F2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PSMB7,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RND3,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SOX5,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
UBXN4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
USP3,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CUX1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
FDFT1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
IVNS1ABP,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PLXNA2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SEZ6,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZMIZ1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ATP6V1G1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CNR1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
HES6,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
AMER2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
BRWD1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ELAVL4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ENC1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
EOMES,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
GTF2I,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PPP1R17,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SORBS2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SSTR2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ELAVL2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RBPJ,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CSNK1E,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ROBO2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SPAG9,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CHD7,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CPE,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
HNRNPA1L2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MEX3A,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MLLT4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RPL37,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SLC25A6,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SRGAP3,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
NEDD4L,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MEIS2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RPL41P1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZNF286B,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PGAP1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PRDX1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZNF638,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
LINC00461,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RP11.166D19.1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ARHGAP21,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
AUTS2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
BAZ2B,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
DAAM1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
LRP8,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RASGEF1B,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TRIM2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ANKRD10,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
LINC00478,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MACF1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CORO1C,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
HNRNPA1P10,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RPL8,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
H3F3AP4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MYL6,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RPL5,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
USP22,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZNF292,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RPL15,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CASC15,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
EZR,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
LINC01158,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MLLT3,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
NREP,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PNISR,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RP11.572P18.1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ZNF286A,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
RPL27A,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
HNRNPA1P48,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
HSP90AA1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MT.CO1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
NFIA,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SYNE2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SOX4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MARCKS,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
DPYSL2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
ACTB,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
CCND2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
HNRNPA1,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MAP1B,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
MAP2,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
NFIB,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
PTPRS,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
SOX11,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TCF4,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
TMSB4X,IPC-nEN1,kriegstein,IPC-nEN1_kriegstein,progenitor,precursor
LINC00657,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RQCD1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ST8SIA1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CBX5,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
HSPD1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NPIPB5,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RP11.175B9.3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TBR1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SEPT2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
EIF3H,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
EWSR1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PPFIA2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PDS5B,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
COMMD6,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SRSF10,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TRA2B,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CORO2B,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
DNAJB6,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
EEF1A1P11,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ELMO1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
GPR56,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TENM4,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
YWHAQ,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SEPT7,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
FUBP1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NUCKS1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SRRM4,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ST6GAL2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
WWTR1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CCDC88A,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NEUROD2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SEZ6,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SPIRE1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SRRM1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
UBC,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CNR1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ELAVL3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
UNC5D,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
YBX1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL18,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL21P28,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SLA,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ANK3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CAPZA1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CDC42,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SAR1A,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
FDFT1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
HNRNPK,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TUBB2A,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NCAM1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RP11.396K3.1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
HIST1H4C,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
LINC00478,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
QSER1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SSTR2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PPP3CA,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SORBS1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MIDN,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NTM,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PLXNA2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
KCNQ3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RAB12,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TAGLN3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
LRP8,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PGAP1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PPP1R17,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
GRIA2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ZBTB18,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CNN3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PRDX1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TBL1XR1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MLLT4,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MN1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
GTF2I,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MYT1L,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
POU3F3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
POU3F2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RND3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ZNF704,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
BAZ2B,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
BCL11B,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
GTF2IP1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
H3F3C,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
LRRC75A.AS1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NEUROD6,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPS21,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SORBS2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MEIS2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ENC1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MDM4,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TUBBP1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ZNF292,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MEX3A,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CD24,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL34P18,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ZNF462,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
HSPA8,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
AUTS2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CTNNB1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MLLT11,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL7P23,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SRP14,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
BCL11A,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PTMAP5,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CORO1C,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
H3F3AP4,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
LINC01158,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RASGEF1B,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MLLT3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
ROBO2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
EZR,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NREP,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL7P9,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PPP1CB,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SRSF6,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
GPM6A,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MT.CO1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MT.CO2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL10,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL7P1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SYNE2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TUBA1C,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MT.ATP8,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
H3F3A,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MT.ATP6,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NFIA,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
NFIB,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL34,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPL7,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TUBB,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
YWHAE,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPS27,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TMSB4X,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
CCND2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
HNRNPH1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
HSP90AA1,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MARCKS,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MT.CO3,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
MT.RNR2,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
PTPRS,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
RPS14,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SOX11,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
SOX4,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
TMSB10,IPC-nEN2,kriegstein,IPC-nEN2_kriegstein,progenitor,precursor
EEF1D,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
EIF3FP3,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
GON4L,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
LPPR1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
NFE2L2,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
OXR1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
PLCB4,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
PPME1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
RP11.278C7.1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
RUNX1T1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
SH3GLB1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
STAM,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
C8orf59,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
CRHR1.IT1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
HDAC9,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
NRXN1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
PON2,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
PPP1R17,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
PPP3CA,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
STMN2,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
SVIL,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
BTG2,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
FAM192A,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
HEG1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
INSM1,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
KIF26B,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
MED10,IPC-nEN3,kriegstein,IPC-nEN3_kriegstein,progenitor,precursor
